       0            1    0.0140537 6.45501e-007 5.08904e+011      2.22414
     2.5            1     0.020034 1.23547e-006 3.56993e+011      2.09727
       5            1    0.0289566 2.40187e-006 2.46991e+011      1.95398
     7.5            1    0.0425033 4.75162e-006 1.68269e+011      1.79626
      10            1    0.0634465 9.58184e-006 1.12725e+011      1.62747
    12.5            1     0.104761 2.32822e-005 6.82694e+010      1.45217
      15            1     0.175708 5.74651e-005  4.0704e+010      1.27566
    17.5            1     0.299303  0.000144054 2.38955e+010      1.10339
      20            1     0.517486  0.000366543 1.38207e+010     0.940307
    22.5            1     0.913375  0.000958577 7.83029e+009     0.790293
      25            1      1.63274   0.00253922 4.38036e+009     0.655909
    27.5            1      2.95169   0.00680321 2.42301e+009     0.538351
      30            1      5.38836    0.0184082 1.32729e+009     0.437628
    32.5            1      9.55668    0.0466323 7.48359e+008     0.352853
      35            1      17.0739     0.119056 4.18866e+008     0.282565
    37.5      1.00001      30.6894     0.305951 2.33021e+008      0.22501
      40      1.00003      55.4372     0.790491 1.28985e+008     0.178359
    42.5      1.00007      95.7299      1.85967  7.4682e+007     0.140859
      45      1.00016      165.808      4.38916 4.31039e+007     0.110914
    47.5      1.00037      287.843       10.385 2.48146e+007    0.0871304
      50      1.00087      500.468      24.6142 1.42561e+007    0.0683191
    52.5      1.00201      857.913      56.6748 8.30028e+006    0.0534907
      55      1.00464      1470.93      130.599 4.82418e+006    0.0418328
    57.5       1.0107      2518.76      300.755 2.79956e+006    0.0326867
      60       1.0246      4297.22      690.551 1.62242e+006    0.0255233
    62.5      1.06487      7790.27      1818.67       870604    0.0199202
      65      1.16727      13767.9      4684.12       465563    0.0155424
    67.5      1.41122      23111.6      11501.6       248010    0.0121254
      70      1.92714      35423.6      25900.7       131545   0.00946064
    72.5      3.00603      46955.7      55967.7      62897.2   0.00738458
      75       4.4677      49736.4      96602.8      30099.3    0.0057691
    77.5       6.1131      44959.4       142151      14426.2   0.00451409
      80      7.93889      37456.9       192250      6932.65   0.00354152
    82.5      10.0677        30311       249849      3357.41   0.00279079
      85      12.7187      24478.7       317920      1637.62   0.00221501
    87.5      16.2801      20376.7       397794      807.946   0.00177819
      90      21.7875      18455.5       487991      405.761   0.00145296
    92.5      31.7076        19779       582533      218.098   0.00121894
      95      53.8256      24977.6       669614      121.602   0.00106143
    97.5      107.918      35743.5       732495      71.1599  0.000970507
     100       240.43      53707.6       754853      44.1167  0.000940368
   102.5      433.083      72062.1       753346      33.1634   0.00093956
     105       797.46      97660.6       749212      24.8652  0.000938585
   107.5      1479.43       132480       740115      18.6024  0.000937391
     110      2731.03       178221       721957      13.8911  0.000935913
   112.5      4946.89       234860       688230      10.3567   0.00093408
     115      8629.65       297819       630497      7.71181  0.000931807
   117.5      14149.1       354813       542276      5.73683  0.000929001
     120        21257       387264       427113      4.26497  0.000925556
   122.5      26907.6       387342       335384       3.4519  0.000921357
     125      32208.9       366361       249018      2.78927  0.000916279
   127.5      36700.6       329859       175993      2.25056  0.000910192
     130      40212.4       285595       119602      1.81359  0.000902959
   132.5      42822.8       240334      78996.8      1.45992  0.000894444
     135      44734.4       198403      51183.9      1.17427  0.000884516
   137.5      46169.8       161826      32764.9     0.944025  0.000873052
     140      47318.4       131076      20827.9     0.758831  0.000859949
   142.5      48187.1       116443      16035.5     0.665188  0.000845123
     145        49115       103538      12356.5     0.582199  0.000828522
   147.5      50131.4      92194.9      9534.96     0.508813   0.00081013
     150      51262.2      82246.9      7371.06     0.444076  0.000789971
   152.5        52531      73532.1      5710.44     0.387121  0.000768112
     155      53959.7      65899.5      4434.45     0.337158  0.000744666
   157.5      55568.4      59211.3      3452.32     0.293464  0.000719788
     160      57375.9      53343.9      2694.77     0.255374  0.000693673
   162.5        58906      49376.7      2214.63     0.227851  0.000666544
     165      60626.2      45818.8      1824.13     0.203229  0.000638652
   167.5      62543.7      42619.1       1505.7     0.181283  0.000610258
     170      64664.5      39731.8      1245.31     0.161791  0.000581629
   172.5      66992.6      37116.6      1031.78     0.144538  0.000553023
     175      69530.1      34737.6      856.201     0.129314  0.000524684
   177.5      72277.4      32563.6      711.431     0.115919  0.000496834
     180      75232.6      30567.3      591.759     0.104161  0.000469669
   182.5        77892      29068.5      504.448    0.0950316  0.000443352
     185      80686.3      27658.1      429.968    0.0869217  0.000418016
   187.5      83599.6      26322.9      366.326    0.0797285  0.000393762
     190      86613.1      25051.6      311.869    0.0733552  0.000370661
   192.5      89705.6      23834.8      265.225    0.0677113  0.000348759
     195      92853.4      22664.6      225.247    0.0627137  0.000328076
   197.5      96030.3      21534.6      190.975    0.0582866  0.000308611
     200      99207.7      20439.8      161.598    0.0543616   0.00029035
   202.5       105657      20136.1      147.371    0.0510893  0.000273262
     205       112469      19827.9      134.335    0.0481714  0.000257306
   207.5       119644      19512.8      122.378    0.0455649  0.000242436
     210       127180      19189.2      111.406    0.0432315  0.000228599
   212.5       135074      18855.5      101.333    0.0411377  0.000215738
     215       143319      18510.8       92.086    0.0392538  0.000203797
   217.5       151908      18154.4      83.5986     0.037554  0.000192718
     220       160833      17786.2       75.812    0.0360155  0.000182445
   222.5       170082      17702.6      71.0404    0.0348111  0.000172922
     225       179642      17598.7      66.4888    0.0337036  0.000164097
   227.5       189501      17474.1      62.1511    0.0326825  0.000155919
     230       199641      17328.8      58.0221    0.0317387   0.00014834
   232.5       210047      17162.9      54.0967     0.030864  0.000141317
     235       220699      16976.9      50.3702    0.0300512  0.000134806
   237.5       231578      16771.2      46.8378    0.0292938  0.000128769
     240       242663      16546.5      43.4946    0.0285863   0.00012317
   242.5       253932        16378      40.7061    0.0279778  0.000117974
     245       265362      16190.2       38.045    0.0274063  0.000113152
   247.5       276931      15983.9      35.5102    0.0268683  0.000108675
     250       288613        15760      33.1001    0.0263606  0.000104516
   252.5       300384      15519.7      30.8126    0.0258805  0.000100651
     255       312220      15263.8      28.6454    0.0254254 9.70576e-005
   257.5       324094      14993.7      26.5961    0.0249932 9.37162e-005
     260       335982      14710.5      24.6616    0.0245819 9.06076e-005
   262.5       347859      14475.3      23.0309      0.02423 8.77149e-005
     265       359699      14226.9      21.4808    0.0238938 8.50222e-005
   267.5       371477      13966.5      20.0102    0.0235721 8.25151e-005
     270       383169      13695.2      18.6173    0.0232637 8.01806e-005
   272.5       394751      13414.2      17.3006    0.0229676 7.80064e-005
     275       406199      13124.7      16.0578    0.0226828 7.59814e-005
   277.5       417491      12827.6       14.887    0.0224085 7.40955e-005
     280       428604      12524.2      13.7857    0.0221438 7.23394e-005
   282.5       439518      12223.9      12.7685     0.021915 7.07044e-005
     285       450212      11918.9      11.8132    0.0216938 6.91828e-005
   287.5       460667      11610.3      10.9176    0.0214796 6.77671e-005
     290       470865      11299.1      10.0791    0.0212718 6.64509e-005
   292.5       480788      10986.1      9.29525      0.02107 6.52281e-005
     295       490420      10672.3      8.56356    0.0208737 6.40929e-005
   297.5       499747      10358.5      7.88151    0.0206824 6.30403e-005
     300       508754      10045.5       7.2466    0.0204957 6.20655e-005
   302.5       517429      9781.12       6.7242    0.0203292 6.11641e-005
     305       525760       9515.9       6.2335    0.0201667 6.03321e-005
   307.5       533737       9250.5      5.77321    0.0200078 5.95657e-005
     310       541351      8985.56      5.34201    0.0198523 5.88617e-005
   312.5       548595      8721.64      4.93857    0.0196999 5.82168e-005
     315       555460       8459.3      4.56156    0.0195505 5.76281e-005
   317.5       561941      8199.04      4.20967    0.0194038  5.7093e-005
     320       568035      7941.34      3.88163    0.0192597  5.6609e-005
   322.5       573737      7646.74      3.53559    0.0191194 5.61738e-005
     325       579045      7358.68       3.2177    0.0189804 5.57854e-005
   327.5       583958       7077.4      2.92597    0.0188425 5.54417e-005
     330       588475       6803.1      2.65852    0.0187056 5.51411e-005
   332.5       592596      6535.97      2.41356    0.0185694 5.48819e-005
     335       596323      6276.13      2.18942    0.0184337 5.46626e-005
   337.5       599659      6023.67      1.98453    0.0182985 5.44819e-005
     340       602606      5778.67      1.79739    0.0181634 5.43384e-005
   342.5       605168      5586.79      1.65719    0.0180526  5.4231e-005
     345       607350       5398.5      1.52681    0.0179428 5.41586e-005
   347.5       609156      5213.96      1.40567    0.0178338 5.41203e-005
     350       610593       5033.3      1.29321    0.0177256 5.41152e-005
   352.5       611786      4857.67      1.18913    0.0176171  5.4132e-005
     355       612855      4688.03      1.09307    0.0175072 5.41598e-005
   357.5       613801      4524.22      1.00441    0.0173958 5.41986e-005
     360       614627      4366.06     0.922627    0.0172829 5.42481e-005
   362.5       615333      4204.58      0.84276    0.0171686 5.43084e-005
     365       615921      4049.19     0.769495    0.0170522 5.43792e-005
   367.5       616391      3899.71     0.702302    0.0169336 5.44604e-005
     370       616745      3755.91     0.640693    0.0168128  5.4552e-005
   372.5       616985      3617.62     0.584218    0.0166898 5.46538e-005
     375       617112      3484.64     0.532462    0.0165644 5.47659e-005
   377.5       617128      3356.79     0.485042    0.0164368 5.48879e-005
     380       617034      3233.88     0.441605    0.0163068 5.50201e-005
   382.5       616832      3129.53     0.406533     0.016192 5.51621e-005
 385.001       616523      3028.59     0.374055    0.0160757 5.53141e-005
 387.502       616110      2930.97     0.343986    0.0159577 5.54759e-005
 390.004       615593      2836.56     0.316152    0.0158381 5.56476e-005
 392.507       614974      2745.26     0.290392    0.0157168 5.58291e-005
 395.012       614255      2656.97     0.266557    0.0155939 5.60204e-005
 397.517       613437      2571.59     0.244508    0.0154693 5.62215e-005
 400.025       612522      2489.03     0.224116    0.0153431 5.64325e-005
 402.534       611512      2409.28     0.205219    0.0152185 5.66532e-005
 405.046       610407      2332.17     0.187753    0.0150921 5.68838e-005
 407.559       609210      2257.62     0.171613    0.0149639 5.71242e-005
 410.076       607923      2185.56     0.156703    0.0148339 5.73745e-005
 412.595       606545      2115.89     0.142935    0.0147021 5.76348e-005
