       0            1    0.0113459 5.21129e-007 6.30359e+011      2.75496
     2.5            1    0.0153604 9.47253e-007 4.65614e+011       2.7354
       5            1    0.0208754 1.73155e-006 3.42605e+011       2.7104
     7.5            1    0.0285018 3.18633e-006 2.50932e+011      2.67867
      10            1    0.0391313  5.9097e-006 1.82769e+011      2.63874
    12.5            1    0.0587624 1.30594e-005  1.2171e+011      2.58892
      15            1    0.0886856 2.90046e-005 8.06444e+010      2.52738
    17.5            1     0.134669 6.48161e-005  5.3108e+010       2.4523
      20            1     0.206013  0.000145922 3.47163e+010      2.36197
    22.5            1     0.320089   0.00033593 2.23438e+010      2.25511
      25            1     0.502521  0.000781517 1.42322e+010      2.13111
    27.5            1     0.798347   0.00184007 8.95846e+009      1.99042
      30            1      1.28524   0.00439076 5.56464e+009      1.83475
    32.5            1      2.02262   0.00986945 3.53593e+009       1.6672
      35            1      3.23326    0.0225455  2.2119e+009      1.49214
    37.5            1      5.25208    0.0523593 1.36161e+009       1.3148
      40            1      8.66839     0.123604 8.24899e+008      1.14066
    42.5      1.00001      13.8324     0.268711 5.16853e+008     0.974844
      45      1.00002      22.3872     0.592617 3.19245e+008     0.821477
    47.5      1.00005      36.6985      1.32403 1.94632e+008     0.683404
      50      1.00011      60.8296      2.99175 1.17291e+008     0.562087
    52.5      1.00024      100.253      6.62283 7.10295e+007     0.457746
      55      1.00053      166.466      14.7799 4.26275e+007     0.369643
    57.5      1.00118      277.766      33.1669 2.53863e+007     0.296401
      60      1.00266      464.155      74.5884 1.50206e+007     0.236298
    62.5      1.00689      827.635      193.215 8.19472e+006     0.187502
      65      1.01754       1443.6      491.144 4.44015e+006     0.148231
    67.5      1.04267      2398.27      1193.52 2.39002e+006      0.11685
      70      1.09542      3645.88      2665.76 1.27809e+006    0.0919204
    72.5      1.20514      4801.71      5723.31       615065    0.0722135
      75      1.35282      5060.33      9828.77       295831    0.0567023
    77.5      1.51816       4556.1      14405.6       142351     0.044544
      80        1.701      3783.93      19422.1      68619.9    0.0350559
    82.5      1.91384      3054.46      25179.6      33311.4    0.0276921
      85      2.17876      2461.85        31979      16277.6    0.0220207
    87.5      2.53471         2046        39954      8041.44    0.0177042
      90      3.08545      1850.62      48956.3      4041.97    0.0144829
    92.5      4.07781       1981.3      58387.2      2173.58    0.0121614
      95      6.29068       2500.2      67064.3      1211.93     0.010598
    97.5      11.7009      3575.82      73311.8      708.912   0.00969683
     100      24.9461      5369.86        75495      439.136   0.00940248
   102.5      40.9289      6933.44      75327.8          349   0.00940281
     105      68.7507      9020.86      74964.3      276.039   0.00940379
   107.5      116.831      11759.7      74266.3      217.471   0.00940541
     110        198.9      15272.9      73006.8      170.764   0.00940767
   112.5       336.08        19625      70832.9      133.713   0.00941056
     115      557.503      24713.7      67251.7      104.451   0.00941406
   117.5      895.381      30103.2      61705.9      81.4242   0.00941819
     120      1368.88      34887.2      53838.1        63.36   0.00942292
   122.5      1824.88      37419.9      46159.5      52.9693   0.00942824
     125      2319.61      38265.7        37726      44.1445   0.00943414
   127.5      2805.12      37226.7      29329.9      36.6921   0.00944058
     130      3235.65      34543.5      21747.7       30.428   0.00944751
   132.5      3582.89        30771      15479.3      25.1829   0.00945484
     135      3840.33      26533.1      10664.3      20.8055   0.00946246
   137.5      4017.44        22330      7170.52      17.1622   0.00947015
     140      4130.81      18471.7      4738.78      14.1369   0.00947761
   142.5      4163.73      16498.1      3725.92      12.8196   0.00948436
     145      4184.68      14692.6      2920.87      11.6105    0.0094897
   147.5      4196.51      13056.1      2284.65      10.5022   0.00949261
     150      4201.93      11584.2      1784.18      9.48717   0.00949163
   152.5      4203.49      10268.8         1392      8.55777   0.00948471
     155      4203.78      9100.18      1085.65      7.70645   0.00946907
   157.5      4205.55      8067.42      846.973      6.92583   0.00944095
     160      4211.84      7159.64       661.45      6.20883   0.00939551
   162.5       4189.9      6546.89      547.523      5.72523   0.00932664
     165      4179.92      6003.68      454.393      5.26006   0.00922696
   167.5      4186.33      5527.23      378.486       4.8102   0.00908802
     170      4214.49      5115.02      316.807      4.37315   0.00890074
   172.5      4270.76      4764.79      266.851      3.94733   0.00865633
     175      4362.71      4474.42       226.52      3.53244   0.00834755
   177.5      4499.11      4241.85      194.059      3.12972   0.00797034
     180      4690.08      4065.04      167.999      2.74194   0.00752532
   182.5      4915.57      3948.87      147.642      2.38381   0.00701898
     185       5214.3      3882.55       131.24      2.04677   0.00646373
   187.5      5598.16       3863.6      117.993      1.73572   0.00587684
     190      6079.56      3889.13       107.23      1.45478   0.00527828
   192.5      6671.19      3955.69      98.3907      1.20652     0.004688
     195      7385.63      4059.29      91.0119     0.991742   0.00412347
   197.5      8234.96      4195.41      84.7159     0.809497   0.00359802
     200      9230.27      4358.96       79.199     0.657456   0.00312018
   202.5      10715.7      4774.85      81.9507     0.540615   0.00269393
     205      12474.1      5244.75      85.0311     0.444015   0.00231957
   207.5      14539.2      5768.15       88.339     0.364869   0.00199475
     210      16945.7      6343.69       91.775     0.300447   0.00171545
   212.5      19729.2      6969.18      95.2432     0.248231   0.00147685
     215      22925.3      7641.59      98.6527     0.206008   0.00127391
   217.5      26569.4      8357.06      101.919     0.171891   0.00110174
     220      30695.9       9110.9      104.964     0.144308  0.000955844
   222.5      35337.7        10044      110.928     0.123472  0.000832211
     225      40525.5      11030.4      116.784     0.106353  0.000727354
   227.5      46287.6        12065      122.455    0.0922464  0.000638283
     230      52648.6      13141.8      127.867    0.0805823  0.000562461
   232.5      59629.6      14254.1      132.954    0.0709005   0.00049776
     235        67247      15394.5      137.653    0.0628307  0.000442394
   237.5      75512.8      16555.3      141.909    0.0560748  0.000394878
     240      84433.6        17728      145.676    0.0503929  0.000353972
   242.5      94010.7      18972.4      149.995    0.0456987  0.000318644
     245       104240      20220.3      153.802    0.0417043  0.000288038
   247.5       115110      21462.7      157.065    0.0382895  0.000261437
     250       126607      22690.8      159.759    0.0353563  0.000238244
   252.5       138708      23895.9      161.867    0.0328251   0.00021796
     255       151386      25069.5      163.379    0.0306305  0.000200166
   257.5       164608      26203.4      164.295     0.028719   0.00018451
     260       178338      27289.9       164.62    0.0270467  0.000170697
   262.5       192532      28287.1      163.962    0.0255861  0.000158475
     265       207144      29220.9      162.749    0.0243006  0.000147634
   267.5       222125      30085.7      161.009    0.0231644  0.000137993
     270       237419      30876.6      158.775    0.0221562    0.0001294
   272.5       252972      31589.7      156.084     0.021258  0.000121723
     275       268725      32221.6      152.974    0.0204549   0.00011485
   277.5       284617        32770      149.485    0.0197343  0.000108685
     280       300588      33233.1      145.661    0.0190854  0.000103146
   282.5       316577      33952.5       144.45     0.018554 9.81606e-005
     285       332522      34594.8      142.867      0.01807 9.36674e-005
   287.5       348363      35158.2      140.935     0.017628 8.96125e-005
     290       364040      35641.2       138.68    0.0172234 8.59494e-005
   292.5       379495      36043.3       136.13    0.0168521 8.26373e-005
     295       394674      36364.3      133.313    0.0165108 7.96406e-005
   297.5       409522      36604.8      130.256    0.0161963 7.69283e-005
     300       423989      36765.7      126.989     0.015906 7.44729e-005
   302.5       438028      36549.6       121.53    0.0156258 7.22505e-005
