       0            1    0.0210739 9.67947e-007 3.39376e+011      1.48323
     2.5            1    0.0321509 1.98271e-006 2.22451e+011      1.30686
       5            1    0.0499079 4.13972e-006 1.43304e+011       1.1337
     7.5            1    0.0788036 8.80978e-006 9.07573e+010     0.968827
      10            1     0.126486 1.91022e-005 5.65438e+010     0.816355
    12.5            1     0.224018 4.97858e-005  3.1926e+010     0.679102
      15            1      0.40132  0.000131251 1.78212e+010     0.558514
    17.5            1     0.726131  0.000349486 9.84945e+009     0.454806
      20            1      1.32501  0.000938523 5.39771e+009      0.36724
    22.5            1      2.45151   0.00257284 2.91738e+009     0.294444
      25            1       4.5629   0.00709619 1.56742e+009     0.234703
    27.5            1      8.53434    0.0196704 8.38022e+008     0.186194
      30            1      16.0258    0.0547488 4.46274e+008     0.147143
    32.5      1.00001      29.0889     0.141941 2.45861e+008     0.115924
      35      1.00001      52.9555     0.369259  1.3505e+008    0.0911044
    37.5      1.00003      96.6346     0.963374 7.40034e+007    0.0714591
      40      1.00009      176.681      2.51933 4.04715e+007    0.0559637
    42.5      1.00021      308.037        5.984 2.32092e+007    0.0437753
      45       1.0005      537.595      14.2308 1.32944e+007    0.0342089
    47.5       1.0012      938.857      33.8727 7.60787e+006    0.0267132
      50      1.00286      1640.05      80.6615 4.35033e+006    0.0208479
    52.5      1.00662      2821.73      186.407 2.52359e+006    0.0162632
      55      1.01531      4851.86      430.778 1.46254e+006    0.0126824
    57.5      1.03538      8326.62      994.247       846854   0.00988758
      60      1.08147      14230.4      2286.78       489930   0.00770738
    62.5       1.2151        25832      6030.58       262552   0.00600741
      65      1.55523      45699.8        15548       140259   0.00468243
    67.5      2.36601      76773.9      38206.9      74659.7   0.00365015
      70      4.08163       117742      86088.6      39576.5   0.00284631
    72.5       7.6705       156140       186105      18915.2   0.00222075
      75      12.5345       165441       321328      9049.06   0.00173439
    77.5      18.0114       149588       472939      4336.24   0.00135679
      80      24.0893       124650       639714      2083.61   0.00106431
    82.5      31.1757       100887       831450      1009.07   0.00083862
      85       39.999      81490.7 1.05802e+006      492.251  0.000665577
    87.5      51.8507      67851.4 1.32382e+006       242.94  0.000534324
      90      70.1745      61470.3 1.62389e+006      122.086  0.000436625
    92.5      103.172      65882.9 1.93824e+006      65.6871  0.000366349
      95      176.725        83177 2.22747e+006       36.683  0.000319083
    97.5      356.528       118955 2.43573e+006      21.5191   0.00029186
     100       796.67       178581 2.50851e+006      13.3886  0.000282972
